player_id,name,team_id,position,birth_date,nationality
284475,L. Harris,36,Midfielder,2005-03-04,Wales
335116,K. Šekularac,36,Midfielder,2003-12-07,Switzerland
925,Gonçalo Guedes,39,Attacker,1996-11-29,Portugal
1165,Matheus Cunha,39,Attacker,1999-05-27,Brazil
1864,Pedro Neto,39,Attacker,2000-03-09,Portugal
2056,Pablo Sarabia,39,Midfielder,1992-05-11,Spain
7722,S. Kalajdžić,39,Attacker,1997-07-07,Austria
24888,Hwang Hee-Chan,39,Attacker,1996-01-26,Korea Republic
129791,Fábio Silva,39,Attacker,2002-07-19,Portugal
157912,B. Traoré,39,Midfielder,2001-08-20,Mali
195717,Y. Mosquera,39,Defender,2001-05-02,Colombia
195962,Chiquinho,39,Attacker,2000-02-05,Portugal
282770,Rodrigo Gomes,39,Attacker,2003-07-07,Portugal
284236,T. Ojinnaka,39,Midfielder,2005-03-30,England
284259,T. Barnett,39,Attacker,2005-07-19,England
303019,N. Fraser,39,Attacker,2005-02-22,Republic of Ireland
328118,M. Whittingham,39,Midfielder,2004-10-21,England
338856,N. Lemina,39,Attacker,2005-06-17,Gabon
380653,L. Chiwome,39,Attacker,2006-01-10,England
385726,E. González,39,Attacker,2005-01-20,Paraguay
408893,W. Okoduwa,39,Attacker,2008-05-12,England
436879,E. Ballard-Matthews,39,Attacker,2007-11-30,England
247,C. Gakpo,40,Attacker,1999-05-07,Netherlands
284,J. Gomez,40,Defender,1997-05-23,England
286,J. Matip,40,Defender,1991-08-08,Cameroon
293,C. Jones,40,Midfielder,2001-01-30,England
306,Mohamed Salah,40,Attacker,1992-06-15,Egypt
507,Thiago Alcântara,40,Midfielder,1991-04-11,Spain
1096,D. Szoboszlai,40,Midfielder,2000-10-25,Hungary
2489,L. Díaz,40,Attacker,1997-01-13,Colombia
2678,Diogo Jota,40,Attacker,1996-12-04,Portugal
6716,A. Mac Allister,40,Midfielder,1998-12-24,Argentina
51617,D. Núñez,40,Attacker,1999-06-24,Uruguay
152976,T. Hill,40,Midfielder,2002-10-13,Wales
284287,M. Musiałowski,40,Midfielder,2003-10-16,Poland
284367,L. Stephenson,40,Midfielder,2003-09-17,England
286764,K. Gordon,40,Attacker,2004-10-05,England
287109,J. McConnell,40,Midfielder,2004-09-13,England
314661,J. Danns,40,Attacker,2006-01-16,England
328107,L. Koumas,40,Attacker,2005-09-19,Wales
343576,B. Doak,40,Attacker,2005-11-11,Scotland
